Unnamed: 0,ShortName,RegionName,FullName,WebSite,PathToSoft,SoftInfo
473,ФГБОУ ВО «Марийский государственный университет»,Республика Марий Эл,федеральное государственное бюджетное образовательное учреждение высшего образования «Марийский государственный университет»,https://marsu.ru/,https://marsu.ru/sveden/education/eduOp.php,"Мicrosoft Office, 1C, Avaya, Cisco WebEx, Moodle, Rotate."
474,"ФГБОУ ВО «МГУ имени А.И. Куинджи»,   Мариупольский государственный университет имени А.И. Куинджи, МГУ имени А.И. Куинджи",Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Мариупольский государственный университет имени А.И. Куинджи»,https://www.mgumariupol.ru/,https://www.mgumariupol.ru/images/2023B/OK/IST_s_OK.pdf,
475,ФГБОУ ВО Мичуринский ГАУ,Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Мичуринский государственный аграрный университет»,http://www.mgau.ru/,https://www.mgau.ru/students/umk/files/umk09.02.07/ОП/ОП.03 Информационные технологии.pdf,"Microsoft Office, Яндекс, Adobe Acrobat, 1С, ABBYY FineReader, Autodesk AutoCAD, Boardmaker, EVEMaster, GeoGebra, Graphing Calculator, Maple, MATLAB, Microsoft Visual Studio, NOTEPAD++, NPVirtual, ORACLE, SPSS Statistics, STAAD.Pro, WinEdt, WordPress, XILINX ISE."
476,"МГПУ, Мордовский государственный педагогический университет имени М.Е. Евсевьева",Республика Мордовия,федеральное государственное бюджетное образовательное учреждение высшего образования «Мордовский государственный педагогический университет имени М.Е. Евсевьева»,https://www.mordgpi.ru/,https://www.mordgpi.ru/upload/iblock/fc0/Metodicheskie-materialy.pdf,"Microsoft Office, Adobe Acrobat."
477,Московская государственная академия хореографии,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия хореографии»,https://balletacademy.ru/,https://balletacademy.ru/sveden/education/eduaccred/,"1C, Microsoft Office, Google Workspace, Microsoft Outlook, Yandex Mail."
478,ФГБОУ ВО МГАВМиБ - МВА имени К.И. Скрябина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия ветеринарной медицины и биотехнологии – МВА имени К.И. Скрябина»,https://mgavm.ru/,https://mgavm.ru/sveden/files/B1.V.08._Standarty_GMP_v_texnologiyax_biologicheskix_proizvodstv.pdf,"Microsoft Office, Autodesk Revit, COMSOL Multiphysics, Python, NumPy, scikit, Postgres, PyQt, Microsoft Visual Studio, CUDA, Git, LaTeX, Microsoft Teams, Notepad++, MATLAB, SPSS, JDK, Microsoft Excel, MySQL, 1C: Entrepreneur, Adobe Acrobat, Git Bash, Moodle."
479,Московская государственная консерватория имени П.И. Чайковского,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная консерватория имени П.И.Чайковского»,https://www.mosconsv.ru/,https://www.mosconsv.ru/ru/publication.aspx?id=163897,"Adobe Acrobat Professional, Avid Media Composer, Autodesk Maya, Cygwin, Django, Logic Pro, MATLAB, Microsoft Excel, Microsoft Office, Microsoft PowerPoint, Microsoft Teams, Microsoft Visual Studio, Microsoft Windows, MySQL, Oracle VirtualBox, Pencil Code, Photoshop, Python, Sibelius, SPSS Statistics, Virtual Host Studio, Visual Studio Code."
480,МАИ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский авиационный институт (национальный исследовательский  университет)»,https://mai.ru/,https://priem.mai.ru/spec/programs/programmnoe-obespechenie-sredstv-vychislitelnoy-tekhniki-i-avtomatizirovannykh-sistem/,
481,"ФГБОУ ВО ""Московский автомобильно-дорожный государственный технический университет (МАДИ)"", МАДИ, ФГБОУ ВО МАДИ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский автомобильно-дорожный государственный технический университет (МАДИ)»,https://www.madi.ru/,https://www.madi.ru/uploads/files/2024/01/11/1704968557_metodicheskiematerialymae2023.pdf,"SAP, SPSS, Adobe Creative Cloud, Autodesk, MATLAB, Microsoft Office, Oracle, IBM SPSS Statistics, ANSYS, Visual Studio Code, Atlassian Confluence."
482,МАРХИ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский архитектурный институт (государственная академия)»,https://marhi.ru/,https://marhi.ru/education/docs/21-22/pol_rpd.pdf,
483,МГАХИ им. В.И. Сурикова,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный академический художественный институт имени В.И. Сурикова  при Российской академии художеств»,https://surikov-vuz.com/,https://surikov-vuz.com/sveden/education/,"Microsoft Office, AutoCAD, CorelDRAW, Adobe Acrobat, Oracle, SAP, Autodesk Maya, 1C."
484,Московский государственный институт культуры,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный институт культуры»,https://priem-kom.mgik.org/,https://priem-kom.mgik.org/faculties/documento,"Microsoft Teams, Microsoft Office, Adobe Acrobat, Zoom, Google Meet, SQL Server, MySQL, Apache HTTP Server, PostgreSQL, MongoDB, IBM SPSS, Python, R, MATLAB, Microsoft Access, Visual Studio, Microsoft Azure, Autodesk Revit, Autodesk Maya, Adobe Photoshop, Adobe Premiere Pro, Autodesk Inventor, Microsoft Visio, Microsoft Project, MySQL Workbench, PHP, JavaScript, Dreamweaver, ColdFusion."
485,ФГБОУ ВО МГЛУ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный лингвистический университет»,http://www.linguanet.ru/,https://www.linguanet.ru/fakultety-i-instituty/institut-inostrannykh-yazykov-imeni-morisa-toreza/fakultet-nemetskogo-yazyka/sobytiya-i-meropriyatiya-na-fakultete/?element_id=11749,"Microsoft Office, Zoom, Moodle, Google Drive, Google Classroom, Microsoft Teams."
486,"ФГБОУ ВО МГППУ, ФГБОУ ВО «Московский государственный психолого-педагогический университет»",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный психолого-педагогический университет»,https://mgppu.ru/,https://mgppu.ru/infopages/show/197,"Microsoft Office, 1С, Cisco Webex, Zoom, 1С-Предприятие, Oracle, SPSS, SolidWorks, MS Teams, Autodesk, GraphPad Prism, Adobe Acrobat, IBM SPSS Statistics, Avaya, Windows 10, QGIS, Excel, SAP, R, ArcGIS, OpenSCAD, OriginLab Origin, EndNote, MATLAB, Skype."
487,МГТУ ГА,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технический университет гражданской авиации» (МГТУ ГА),https://www.mstuca.ru/,https://www.mstuca.ru/upload/Docs/Диссовет/Павлова_сведения_ведущая.pdf,"Microsoft Office, иное ПО для учёта, RadioButton, u'СВ-iРадио', RADVB, RADinator, Provision, Netcontrol, Socketcluster, rt- thread, Qt, MetaTrader, Mapnik, Matlab, LabVIEW, Krita, Internet Explorer, IntelliJ IDEA, IBM SPSS Statistics, HTML-редактор, GNU Octave, Flask, Apache Kafka, Adobe Acrobat, ELSE, AcTreeView, Abbyy FlexiCapture."
488,МГТУ им. Н.Э. Баумана,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)»,https://bmstu.ru/,https://kf.bmstu.ru/edu/kf/iuk/iuk4,"Microsoft Office, MATLAB, Python, Autodesk Inventor, CATIA, SolidWorks, STAAD.Pro, AutoCAD, Simulink, Cisco Packet Tracer, LaTeX, Visual Studio, Krita, Autodesk 3ds Max, GIMP, Data Mining, Machine Learning, Business Intelligence, Computer Graphics, Marketing Research, IBM SPSS Statistics, Adobe Suite, Robot Operating System (ROS), Qt Creator, FreeCAD, GraphDeep, Hyderabad EN, Oracle VirtualBox, Linux, TensorFlow, Microsoft Teams."
489,ФГБОУ ВО «МГТУ «СТАНКИН»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технологический университет «СТАНКИН»,https://stankin.ru/,https://stankin.ru/uploads/files/file_65d5c3319885d.pdf,
490,МИИГАиК,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет геодезии и картографии»,https://www.miigaik.ru/,https://www.miigaik.ru/Abitur/graduate/tests/programms/,"OpenOTP, VMware, MATLAB, QGIS, Linux, Microsoft Office, AVL Motion, Autodesk, ANSA, CATIA, NX, Siemens PLM, Unity, Unreal Engine, SAP, MS SQL Server, Oracle, 1C, LaTeX, Git."
491,"Московский государственный университет имени М.В.Ломоносова, МГУ имени М.В.Ломоносова, Московский  университет или МГУ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет имени М.В.Ломоносова»,https://msu.ru/,https://math.msu.ru/sites/default/files/_rpd_nis.pdf,
492,ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (ПКУ)»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»,https://www.mgutm.ru/,https://www.mgutm.ru/wp-content/uploads/doc/corona/dist-edu/moodl_lms_prepod.pdf,
493,"Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»,http://mpgu.su/,https://mpgu.su/ob-mpgu/struktura/biblioteka/komplektovanie/oformlenie-zayavki-na-priobretenie-izdaniy/spisok-uchebnikov-i-uchebno-metodicheskih-posobiy/,"Free Pascal, Sun Microsystems, Eclipse, ETH Zurich, SPSS, Microsoft, Microsoft Office, 1C, Adobe Acrobat, McAfee, RuBoard, NetBeans, ABBYY, INFODA, Moodle."
494,ФГБОУ ВО «НГПУ»,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»,https://www.tatngpi.ru/,https://www.tatngpi.ru/,
495,"Национальный исследовательский Мордовский государственный университет, МГУ им. Н.П. Огарёва, ФГБОУ ВО «МГУ им. Н.П. Огарёва»",Республика Мордовия,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Мордовский государственный университет им. Н.П. Огарёва»,https://mrsu.ru/,https://journal.mrsu.ru/wp-content/uploads/2022/11/elec-statya-ogarev-onlajn-05.10.pdf,"Microsoft Office, Adobe Acrobat, Adobe Reader, Microsoft Teams, Zoom, Google Meet, Moodle, Microsoft Visio, Microsoft Project, Autodesk AutoCAD, Adobe Photoshop, SPSS, MATLAB, Microsoft Publisher, Microsoft OneNote, Microsoft Outlook, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, 1C:Enterprise."
496,"НИУ МГСУ, ФГБОУ ВО «НИУ МГСУ», ФГБОУ ВО «Национальный исследовательский Московский государственный строительный университет»",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Московский государственный строительный университет»,https://mgsu.ru/,https://mgsu.ru/customer/Oborudovaniye/Kompyuternoe-modelirovanie/Programmnoe-obespechenie/,"ANSYS/Mechanical, ANSYS/CFD, NASTRAN, MIDAS FEA, SCAD, ЛИРА, MicroFE, Stark, Robot Millennium, Plaxis, LS-DYNA, ANSYS/CivilFEM, СТАДИО, АСТРА-НОВА, NormCAD 10.4, AUTODESK BUILDING DESIGN SUITE PREMIUM, AutoCAD, AutoCAD Architecture, AutoCAD MEP, Showcase, AutoCAD Raster Design, ReCap, 3ds Max, Navisworks Simulate, Revit, nanoCAD, nanoCAD CKC, nanoCAD Электро, nanoCAD ОПС, Intel Fortran Compiler Professional Edition for Windows, Microsoft Visual Studio, ARСHICAD 19, Статика 2015 max++, GeoWall 5.5 NLM+, GeoStab 5, GeoPlate 2, Турбосметчик PRO 6.0, ГРАНД-Смета Флеш 7, ИБ «Сводное региональное законодательство», ИБ «Строительство» для СПС КонсультантПлюс, MS Windows 7 Pro, MS Windows 10 Pro, MS Office, Kaspersky Endpoint Security для бизнеса, 1С Бухгалтерия, 1С Зарплата, 1С: Университет ПРОФ, 1C: Библиотека ПРОФ, Консультант Плюс, Контур.Толк, Среда электронного обучения 3KL, Astra Linux Common Edition, Информационная система «Планы», 1С: Документооборот, Р7-Офис, Браузер «Яндекс», Яндекс.Телемост, Dr.Web CureIt, OpenOffice, LibreOffice, VK Звонки, Kaspersky Free Antivirus."
497,ФГБОУ ВО «НИУ «МЭИ»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»,https://mpei.ru/,https://pk.mpei.ru/inform/enrolled.html,
498,Нижегородская государственная консерватория им. М.И. Глинки,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородская государственная консерватория им. М.И. Глинки»,https://nnovcons.ru/,https://nnovcons.ru/files/RPP/pr_sp_iki_nar_2023.pdf,"1C:Предприятие, 1C:Учёт, Microsoft Office, Adobe Acrobat, CorelDRAW, Autodesk AutoCAD, ABBYY FineReader, Microsoft Visual Studio, QlikView, Google Docs, Python."
499,ФГБОУ ВО Нижегородский ГАТУ,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный агротехнологический университет»,https://nnsatu.ru/,https://nnsatu.ru/abiturient/pr-k-24-25-bak-spec-mag/programma-po-prikladnoj-informatike.pdf,"Oracle, Microsoft Office, Microsoft Visual Studio, IBM SPSS Statistics, AutoCAD, MATLAB, SolidWorks, Autodesk Inventor, 3ds Max, Adobe Photoshop, Adobe Illustrator, Adobe InDesign, MySQL, SQLite, Microsoft SQL Server, Linux, Python, Java, C++, Qt Creator, TEAM, Microsoft Azure, Microsoft Teams, 1C:Enterprise‎."
500,"Нижегородский государственный архитектурно-строительный университет, ННГАСУ",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»,https://nngasu.ru/,https://bibl.nngasu.ru/electronicresources/uch-metod/architecture/873670.pdf,"AutoCAD, ArchiCAD, Autodesk Revit, Autodesk AutoCAD Civil 3D, Photoshop, Illustrator, InDesign, CorelDRAW, SketchUp, Google SketchUp, Blender, Autodesk Maya."
501,НГЛУ,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»,https://lunn.ru/,https://lunn.ru/sites/default/files/media/uch_proc/2020-21/38.03.02_programma_gia_men._mm.pdf,
502,"ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»,https://mininuniver.ru/,https://mininuniver.ru/sveden/files/44.03.05_IP-23_RPP_YADRO_VPO.pdf,"Microsoft Office, 1C, АБС, Autodesk, CorelDRAW, SPSS, Adobe Creative Cloud, SAP, Moodle, 1C:ЗУП, Windows, Zoom, Skype, Google Classroom, Office 365, Microsoft Teams."
503,"ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»,https://www.nntu.ru/,https://www.nntu.ru/frontend/web/ngtu/files/org_structura/instit_fakul_kaf_shkoly/fsvk/rab_programs/fgt/2.6.13/RPD_Inostrannyj_jazyk.pdf,"Dr.Web, MathCAD."
504,ФГБОУ ВО «НВГУ»,Ханты-Мансийский автономный округ - Югра,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижневартовский государственный университет»,https://nvsu.ru/,https://nvsu.ru/ru/Intellekt/2280/Nikonova_Konfigur1S.pdf,
505,"ФГБОУ ВО «НовГУ», НовГУ, «Новгородский государственный университет имени Ярослава Мудрого»",Новгородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новгородский государственный университет имени Ярослава Мудрого»,https://www.novsu.ru/,https://www.novsu.ru/abitur/bachelor/directions_of_training_and_specialties/51783/,"1C, Adobe Acrobat, Adobe Creative Cloud, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Antiplagiat, Autodesk, Camtasia, Cisco WebEx, Cisco Zoom, CorelDraw, Docker, EndNote, IBM SPSS, Kaspersky Endpoint Security, Microsoft 365, Microsoft Office, Microsoft OneDrive, Microsoft PowerPoint, Microsoft Teams, Microsoft Visio, Microsoft Visual Studio, Moodle, Minitab, MySQL, Oracle, PostgreSQL, Python, RStudio, Skype for Business, SolidWorks, Sublime Text, TeamViewer, Ubuntu, Virustotal."
506,ФГБОУ ВО «Новосибирская государственная консерватория имени М.И. Глинки»,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирская государственная консерватория имени М.И. Глинки»,https://www.nsglinka.ru/,http://www.nsglinka.ru/wp-content/uploads/2019/10/Instruktsiya-PP-23-09-2019.pdf,"Microsoft Office Word, Adobe Acrobat Reader, Microsoft Office Excel, Microsoft Office PowerPoint, Microsoft Office Outlook, Microsoft Office OneNote, ABBYY FineReader, CorelDRAW, Microsoft Internet Explorer, Microsoft Office Access, Microsoft Office Publisher, Microsoft Office Visio, 1С, ИБД, IES, EST, Moodle, 1С-Предприятие, Oracle OLAP, Oracle Data Integrator, Oracle Identity and Access Management, Google Classrooms, edX."
507,ФГБОУ ВО Новосибирский ГАУ,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный аграрный университет»,https://nsau.edu.ru/,https://nsau.edu.ru/file/488781/,"1C Enterprise, Microsoft Office, Kerio, Adobe Creative Cloud, Maxima, Autodesk, Microsoft Visual Studio, Apache NetBeans, CodeLite, Geant4, Microsoft Teams, and Moodle."
508,"ФГБОУ ВО «НГАСУ (Сибстрин)», НГАСУ (Сибстрин)",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный архитектурно-строительный университет (Сибстрин)»,http://www.sibstrin.ru/,http://www.sibstrin.ru/files/vorotnikov/Руководство пользователя EDUCATION IN RUSSIA.pdf,"1C, Adobe Acrobat, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, AnyDesk, AnyScan, CorelDRAW, ETAP, Gears, GeoMedia, IBasic, Intel Graphics, Kaspersky Endpoint Security, Microsoft Excel, Microsoft OneDrive, Microsoft Office, Microsoft PowerPoint, Microsoft Windows, Mozilla Firefox, Oracle Database, Polycom, Python, Skype, SolidWorks, SPSS."
509,ФГБОУ ВО НГМУ Минздрава России,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный медицинский университет» Министерства здравоохранения  Российской Федерации,https://ngmu.ru/,https://smp.ngmu.ru/mms/program/index,
510,ФГБОУ ВО «НГПУ»,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный педагогический университет»,https://nspu.ru/,https://prepod.nspu.ru/mod/page/view.php?id=95937,"Microsoft Office, Adobe Creative Cloud: Photoshop, Illustrator, InDesign, etc., LibreOffice, Autodesk, AutoCAD, CorelDRAW, Microsoft Teams, ESIS Uchebnik portal for educational materials, 1C-educational institution management system, Kaspersky Antivirus."
511,"НГТУ, Новосибирский государственный технический университет, ФГБОУ ВО «Новосибирский государственный технический университет», ФГБОУ ВО «НГТУ»",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный технический университет»,https://nstu.ru/,http://optic.cs.nstu.ru/files/CC/Informatica/info/chapter111.html,
512,"ФГБОУ ВО «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова», ФГБОУ ВО «НГУАДИ», НГУАДИ",Новосибирская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова»",https://nsuada.ru/,https://nsuada.ru/umu/rpd/2023-2024/54_03_01_2023_Dizay_n_1_KD.plx/Vektornaya-grafika-v-dizay_ne.pdf,"Adobe Photoshop, Adobe Illustrator, CorelDRAW, SketchUp, Autodesk AutoCAD, Blender, GIMP, Inkscape, Adobe Acrobat Reader, Microsoft Office, OpenOffice, LibreOffice."
513,"ФГБОУ ВО «НГУЭУ», НГУЭУ",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет экономики и управления «НИНХ»,https://nsuem.ru/,https://sdo.nsuem.ru/mod/book/view.php?id=8186,"Gmail, Google Drive, Google Forms, Microsoft Office, Microsoft Word, Microsoft Excel, Microsoft PowerPoint,ISCO,DOMINO, рСУ, АБИТУРУ, URAN, MOODLE, SPHERE, IntelliJ IDEA,Bitrix24, Telecom, Zoom, 1C, Antiplagiat, Bibliorussia, Yandex.Disk, 1C:Bitrix, 1C:Rarus, Actum, Adobe Acrobat, Adobe Creative Cloud, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Windows, Astra Linux, Astra Office, Cisco WebEx, Comindware, CorelDRAW, DSpace, EndNote, Eset NOD32, Evernote, Flexida, FreeMind, Gimp, Illustrator, InPage, Intellect, iSpring, Java, Kaspersky, Lecture Recording Studio, LibreOffice, MATLAB, McAfee, MediaStudio, Microsoft Aspire, Microsoft Azure, Microsoft Project, Microsoft Teams, Microsoft Visio, MindManager, Minitab, Notepad++, OBS Studio, OpenBoard, OpenOffice, Origin, OS Ubuntu, Pdfforge, Photoshop, Pix4D, Prezi, PyCharm, Autodesk Maya, Qlik, QUARKXPress, Quip, R, Reclus, Sharelatex, SharePoint, Shotcut, Skype, Sophos, SPSS, TeXstudio, The Geochemist's Workbench, Trello, TypeFolio, Veeam, VMware, WebStorm, WinRAR, YouTrack, YouTube, Telegram, Zoom, Notepad++, 1С:Битрикс, GIMP, Google Workspace, Microsoft 365, SharePoint, Zoom."
514,ФГБОУ ВО Омский ГАУ,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный аграрный университет имени П.А. Столыпина»,https://www.omgau.ru/,https://www.omgau.ru/o-universitete/fakulteti/Universitetskiy_kolledzh_agrobiznesa/specialnosti/informatsionnye-sistemy-i-programmirovanie/,"Microsoft Office, Visual Studio."
515,ФГБОУ ВО ОмГМУ Минздрава России,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://omsk-osma.ru/,https://omsk-osma.ru/doc/283.pdf,
516,ОмГУПС (ОмИИТ),Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет путей сообщения»,https://www.omgups.ru/,https://www.omgups.ru/sveden/education/informatsiya-op-spo/rpd/34.02.01_3-10_2023//РПД  ОУД. 05. Информатика.pdf,
517,ФГБОУ ВО Оренбургский ГАУ,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный аграрный университет»,https://orensau.ru/,https://orensau.ru/ru/kafedry/2644-kafedra-informatiki-i-prikladnoj-matematiki,"Python, Java, Pascal, MATLAB, LaTeX, LaTeX Workshop, GeoGebra, OpenModelica, Octave, MobileRobot,oldt Robotics, Scilab, Simulink, Maple, Mathematica, 1C, C++, CompileCore, Visual Studio Code, IntelliJ IDEA, NetBeans, Visual Studio, Team Foundation Server, Device Tool, Android Studio, OPNET, ASPE, ASP, JSP, Oracle, MySQL, PostgreSQL, Microsoft SQL Server, SQLite, Excel, Power BI, Matlab, Simulink."
518,ФГБОУ ВО ОрГМУ Минздрава России,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://orgma.ru/,https://ipo.orgma.ru/docs/item/5477,
519,"Оренбургский государственный педагогический университет, ФГБОУ ВО «ОГПУ»",Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный педагогический университет»,https://www.ospu.ru/,https://www.ospu.ru/student/,
520,Оренбургский государственный университет; ОГУ,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный университет»,http://www.osu.ru/,http://www.osu.ru/doc/3963,"Cisco, Cisco Works, Oracle, Oracle RAC, Microsoft, Microsoft Office, Microsoft Outlook, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Windows, Adobe, Acrobat, Dreamweaver, Photoshop, Illustrator, InDesign, Autodesk, AutoCAD, Mathworks, Matlab, IBM, SPSS, Esri, ArcGIS, Linux, Ubuntu, Python, JavaScript, HTML, CSS, C++, Java, Visual Basic, Microsoft Visual Studio, Git, GitHub, Salesforce, Tableau, PostgreSQL, MySQL, Microsoft Azure, Amazon Web Services, Google Analytics, Google Workspace, Blackboard, Moodle, Zoom, Zoom Meeting, Zoom Webinar, Zoom Phone, Zoom Rooms, Zoom Token, Zoom SDK, Zoom API, Slack, Trello, Asana, Dropbox, Google Drive, Microsoft OneDrive, Google Chrome, Mozilla Firefox, Microsoft Edge, Microsoft Teams, Skype, Grammarly, Turnitin, Respondus, Adobe Creative Cloud."
521,ФГБОУ ВО Орловский ГАУ,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный аграрный университет имени Н.В. Парахина»,https://www.orelsau.ru/,"https://www.orelsau.ru/sveden/files/Spravka_MTO_35.06.01_-_Selyskoe_xozyaystvo,_naprvlennosty_(profily)_Obschee_zemledelie,_rastenievodstvo.pdf",
522,Орловский государственный институт культуры,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный институт культуры»,https://ogik.ru/,https://ogik.ru/abitur/aspirant/,
523,"ОГУ имени И.С. Тургенева, ФГБОУ ВО «Орловский государственный университет имени И.С. Тургенева», Орловский государственный университет имени И.С. Тургенева, ФГБОУ ВО «ОГУ им. И.С. Тургенева», ОГУ им. И.С. Тургенева",Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет имени И.С. Тургенева»,https://oreluniver.ru/,https://oreluniver.ru/file/documents/РП_1 курс.pdf,"Microsoft Office, SPSS Statistics, 1C:Enterprise, Autodesk AutoCAD, Autodesk Inventor, Autodesk Revit, Autodesk 3ds Max."
525,ФГБОУ ВО Пензенский ГАУ,Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный аграрный университет»,https://pgau.ru/,https://pgau.ru/strukturnye-podrazdeleniya/uchebno-metodicheskoe-upravlenie/otdel-informatsionnykh-tekhnologij-oit,"1C, Microsoft Office, 1C:ЗУП, 1C:Document Management, 1C:Payroll and HR, ELAR System, Elib."
526,"Пензенский государственный технологический университет, ПензГТУ, ФГБОУ ВО «Пензенский государственный технологический университет»",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный технологический университет»,http://www.penzgtu.ru/,,
527,"Пензенский государственный университет архитектуры и строительства, ПГУАС",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет архитектуры и строительства»,https://pguas.ru/,https://pguas.ru/struct-left-menu-struct/struct-left-menu-depart/18-university-department/101-university-department-icc,
528,"ФГБОУ ВО «ПГУ», Пензенский государственный университет, ФГБОУ ВО «Пензенский государственный университет»",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет»,https://www.pnzgu.ru/,https://www.pnzgu.ru/opop/spec/8601,"1C:enterprise, Adobe Acrobat, Astra, Bitrix, Blackboard, CISCO, Citrix, Corel, DBF shapery, Font Expert, Google Apps for Education, Kaspersky Endpoint Security, LabVIEW, McAfee Endpoint Security, Microsoft 365, Microsoft Azure, Microsoft Office, Moodle, Navision, OpenISBN, OpenXML SDK, Opera, Oracle, Powershell, Python, SYSPRO ERP, TeamViewer, Visual Studio Code, VMware, WebStorm, Windows, WordPress, Zabbix, Zoom."
