ShortName,RegionName,FullName,WebSite
ВСГУТУ,Республика Бурятия,федеральное государственное бюджетное образовательное учреждение высшего образования «Восточно-Сибирский государственный университет технологий и управления»,www.esstu.ru
Всероссийский государственный университет кинематографии имени С.А. Герасимова,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Всероссийский государственный университет кинематографии имени С.А. Герасимова»,www.vgik.info
ВГУЮ (РПА Минюста России),г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)»,rpa-mu.ru
"ФГБОУ ВО «Высшая школа народных искусств (академия)», ВШНИ, Высшая школа народных искусств (академия)",г. Санкт-Петербург,федеральное государственное бюджетное образовательное учреждение высшего образования «Высшая школа народных искусств (академия)»,http://www.vshni.ru/
Высшее театральное училище (институт) им.М.С.Щепкина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Высшее театральное училище (институт) им.М.С.Щепкина при Государственном академическом Малом театре России»,
ФГБОУ ВО Вятский ГАТУ,Кировская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Вятский государственный агротехнологический университет»,
"ФГБОУ ВО «Вятский государственный университет», ВятГУ, Вятский государственный университет",Кировская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Вятский государственный университет»,https://www.vyatsu.ru/
"ФГБОУ ВО «ГГУ», ГГУ, Гжельский государственный университет",Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Гжельский государственный университет»,www.art-gzhel.ru
"ФГБОУ ВО «ГИПУ», Глазовский государственный инженерно-педагогический университет, Короленковский университет",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Глазовский государственный инженерно-педагогический университет имени В.Г. Короленко»,http://www.ggpi.org/news.php
"ФГБОУ ВО ГАГУ, ГАГУ, Горно-Алтайский государственный университет",Республика Алтай,федеральное государственное бюджетное образовательное учреждение высшего образования «Горно-Алтайский государственный университет»,http://www.gasu.ru
ФГБОУ ВО Горский ГАУ,Республика Северная Осетия - Алания,федеральное государственное бюджетное образовательное учреждение высшего образования «Горский государственный аграрный университет»,http://gorskigau.ru
ФГБОУ ВО ГАУ Северного Зауралья,Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный аграрный университет Северного Зауралья»,
ГАУГН,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный академический университет гуманитарных наук»,gaugn.ru
ФГБОУ ВО «Гос. ИРЯ им. А.С. Пушкина»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный институт русского языка им. А.С. Пушкина»,www.pushkin.institute
ГМПИ  имени М.М. Ипполитова-Иванова,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова»,
ФГБОУ ВО ГУЗ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет по землеустройству»,
ГУУ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет управления»,https://guu.ru
"ФГБОУ ВО «ГГНТУ им. акад. М.Д. Миллионщикова», ГГНТУ им. акад. М.Д. Миллионщикова",Чеченская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова»,www.gstou.ru
ФГБОУ ВО Дагестанский ГАУ,Республика Дагестан,федеральное государственное бюджетное образовательное учреждение высшего образования «Дагестанский государственный аграрный университет имени М.М. Джамбулатова»,
Дагестанский государственный педагогический университет,Республика Дагестан,федеральное государственное бюджетное образовательное учреждение высшего образования «Дагестанский государственный педагогический университет»,http://dgpu.net/ru/
"ФГБОУ ВО «Дагестанский государственный технический университет»,  ФГБОУ ВО «ДГТУ», ДГТУ, Дагестанский государственный технический университет",Республика Дагестан,федеральное государственное бюджетное образовательное учреждение высшего образования «Дагестанский государственный технический университет»,
"ФГБОУ ВО «Дагестанский государственный университет», ФГБОУ ВО «ДГУ», Дагестанский государственный университет, ДГУ",Республика Дагестан,федеральное государственное бюджетное образовательное учреждение высшего образования «Дагестанский государственный университет»,www.dgu.ru
ФГБОУ ВО Дальневосточный ГАУ,Амурская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный аграрный университет»,NULL
Дальневосточный государственный институт искусств,Приморский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный институт искусств»,www.dv-art.ru
ФГБОУ ВО ДВГМУ Минздрава России,Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный медицинский университет» Министерства здравоохранения Российской Федерации,
ФГБОУ ВО «Дальрыбвтуз»,Приморский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный технический рыбохозяйственный университет»,www.darybvtuz.ru
"ФГБОУ ВО «ДОНАГРА», ДОНАГРА, ДОНБАССКАЯ АГРАРНАЯ АКАДЕМИЯ",Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Донбасская аграрная академия»,
ФГБОУ ВО ДонГМУ Минздрава России,Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Донецкий государственный медицинский университет имени М. Горького» Министерства здравоохранения Российской Федерации,
"ФГБОУ ВО «ДонГУ», Донецкий государственный университет, ДонГУ)",Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Донецкий государственный университет»,
ФГБОУ ВО «ДОННУЭТ»,Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Донецкий национальный университет экономики и торговли имени Михаила Туган-Барановского»,
ФГБОУ ВО Донской ГАУ,Ростовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Донской государственный аграрный университет»,http://www.dongau.ru
"Донской государственный технический университет, ДГТУ",Ростовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Донской государственный технический университет»,http://www.donstu.ru/
"ФГБОУ ВО «Елецкий государственный университет им. И.А. Бунина», ЕГУ им. И.А. Бунина",Липецкая область,федеральное государственное бюджетное образовательное учреждение высшего образования «Елецкий государственный университет им. И.А. Бунина»,www.elsu.ru
ФГБОУ ВО «ЗабГУ»,Забайкальский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Забайкальский государственный университет»,http://zabgu.ru
"ФГБОУ ВО «ЗГУ», ЗГУ им. Н.М. Федоровского, ЗГУ, Заполярный государственный университет им. Н.М. Федоровского",Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Заполярный государственный университет им. Н.М. Федоровского»,www.norvuz.ru
Ивановская пожарно-спасательная академия ГПС МЧС России,Ивановская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановская пожарно-спасательная академия Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",http://edufire37.ru/
ФГБОУ ВО Ивановский ГМУ Минздрава России,Ивановская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановский государственный медицинский университет» Министерства здравоохранения Российской Федерации,www.isma.ivanovo.ru
"ИВГПУ, ФГБОУ ВО «ИВГПУ»",Ивановская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановский государственный политехнический университет»,http://ivgpu.ru/
"ИвГУ, ФГБОУ ВО ИвГУ, ФГБОУ ВО «Ивановский государственный университет», Ивановский государственный университет",Ивановская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановский государственный университет»,ivanovo.ac.ru
"ФГБОУ ВО «ИГХТУ», ИГХТУ",Ивановская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановский государственный химико-технологический университет»,www.isuct.ru
"ФГБОУ ВО «ИГЭУ», ИГЭУ, Ивановский государственный энергетический университет имени В.И. Ленина",Ивановская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановский государственный энергетический университет имени В.И. Ленина»,http://ispu.ru
ФГБОУ ВО ИГМА Минздрава России,Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Ижевская государственная медицинская академия» Министерства здравоохранения Российской Федерации,NULL
ФГБОУ ВО «ИжГТУ имени М.Т. Калашникова»,Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Ижевский государственный технический университет имени М.Т. Калашникова»,www.istu.ru
"ИнгГУ, ФГБОУ ВО «ИнгГУ», Ингушский государственный университет,  ФГБОУ ВО «Ингушский государственный университет»",Республика Ингушетия,федеральное государственное бюджетное образовательное учреждение высшего образования «Ингушский государственный университет»,www.inggu.ru
"ФГБОУ ВО «ИГУ», ИГУ, Иркутский государственный университет",Иркутская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский государственный университет»,http://isu.ru
"ФГБОУ ВО «ИРНИТУ», ИРНИТУ, «Иркутский политех»",Иркутская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский национальный исследовательский технический университет»,http://www.istu.edu/
ФГБОУ ВО Кабардино-Балкарский ГАУ,Кабардино-Балкарская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Кабардино-Балкарский государственный аграрный университет имени В.М. Кокова»,www.kbgau.ru
ФГБОУ ВО Кабардино-Балкарский ГАУ,Кабардино-Балкарская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Кабардино-Балкарский государственный аграрный университет имени В.М. Кокова»,www.kbgau.ru
"КБГУ, Кабардино-Балкарский государственный университет им. Х.М. Бербекова",Кабардино-Балкарская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Кабардино-Балкарский государственный университет им. Х.М. Бербекова»,https://kbsu.ru
ФГБОУ ВО Казанская ГАВМ,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанская государственная академия ветеринарной медицины имени Н.Э. Баумана»,http://ksavm.senet.ru/
Казанская государственная консерватория  имени Н.Г. Жиганова,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанская государственная консерватория имени Н.Г. Жиганова»,http://www.kazanconservatoire.ru/
ФГБОУ ВО Казанский ГАУ,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский государственный аграрный университет»,http://kazgau.ru/
КазГАСУ,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский государственный архитектурно-строительный университет»,www.kgasu.ru
Казанский государственный институт культуры,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский государственный институт культуры»,
ФГБОУ ВО Казанский ГМУ Минздрава России,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский государственный медицинский университет» Министерства здравоохранения Российской Федерации,NULL
"ФГБОУ ВО «КГЭУ», КГЭУ, Казанский государственный энергетический университет",Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский государственный энергетический университет»,http://kgeu.ru
"КНИТУ-КАИ, ФГБОУ ВО «КНИТУ-КАИ», Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ",Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ»,www.kai.ru
ФГБОУ ВО «КНИТУ»,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский национальный исследовательский технологический университет»,http://www.kstu.ru
ФГБОУ ВО «КГТУ»,Калининградская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Калининградский государственный технический университет»,http://klgtu.ru/
"ФГБОУ ВО  «КалмГУ""",Республика Калмыкия,федеральное государственное бюджетное образовательное учреждение высшего образования «Калмыцкий государственный университет имени Б.Б. Городовикова»,http://www.kalmsu.ru/
"КГУ им. К.Э. Циолковского, Калужский государственный университет им. К.Э. Циолковского",Калужская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Калужский государственный университет им. К.Э. Циолковского»,http://tksu.ru
ФГБОУ ВО «КамчатГТУ»,Камчатский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Камчатский государственный технический университет»,
ФГБОУ ВО «КамГУ им. Витуса Беринга»,Камчатский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Камчатский государственный университет имени Витуса Беринга»,http://kamgu.ru/
"КЧГУ, КЧГУ имени У.Д. Алиева, Карачаево-Черкесский государственный университет имени У.Д. Алиева, ФГБОУ ВО «Карачаево-Черкесский государственный университет имени У.Д. Алиева»",Карачаево-Черкесская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Карачаево-Черкесский государственный университет имени У.Д. Алиева»,kchgu.ru
Кемеровский государственный институт культуры,Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный институт культуры»,
ФГБОУ ВО КемГМУ Минздрава России,Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный медицинский университет» Министерства здравоохранения Российской Федерации,
"ФГБОУ ВО «Кемеровский государственный университет», Кемеровский государственный университет, КемГУ",Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный университет»,http://www.kemsu.ru
ФГБОУ ВО «КГМТУ»,Республика Крым,федеральное государственное бюджетное образовательное учреждение высшего образования «Керченский государственный морской технологический университет»,htt://kgmtu.ru
ФГБОУ ВО Кировский ГМУ Минздрава России,Кировская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кировский государственный медицинский университет» Министерства здравоохранения Российской Федерации,
"Ковровская государственная технологическая академия имени В.А. Дегтярева, ФГБОУ ВО «КГТА им. Дегтярева»",Владимирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ковровская государственная технологическая академия имени В.А. Дегтярева»,dksta.ru
ФГБОУ ВО «КнАГУ»,Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Комсомольский-на-Амуре государственный университет»,www.knastu.ru
ФГБОУ ВО Костромская ГСХА,Костромская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Костромская государственная сельскохозяйственная академия»,http://kgsxa.ru/
КГУ,Костромская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Костромской государственный  университет»,www.ksu.edu.ru
Краснодарский государственный институт культуры,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Краснодарский государственный институт культуры»,
ФГБОУ ВО Красноярский ГАУ,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный аграрный университет»,NULL
ФГБОУ ВО КрасГМУ им. проф. В.Ф. Войно-Ясенецкого Минздрава России,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого» Министерства здравоохранения  Российской Федерации,
КГПУ им. В.П. Астафьева,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный педагогический университет им. В.П. Астафьева»,http://www.kspu.ru/
ФГБОУ ВО Кубанский ГАУ,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный аграрный университет имени И.Т. Трубилина»,NULL
ФГБОУ ВО КубГМУ Минздрава России,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный медицинский университет» Министерства здравоохранения Российской Федерации,
"ФГБОУ ВО «КубГТУ», КубГТУ, ФГБОУ ВО «Кубанский государственный технологический университет», Кубанский государственный технологический университет",Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный технологический университет»,www.kubstu.ru
Кузбасский ГАУ,Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный аграрный университет имени В.Н. Полецкова»,http://ksai.ru/
"ФГБОУ ВО «Кузбасский государственный технический университет имени Т.Ф. Горбачева», Кузбасский государственный технический университет имени Т.Ф. Горбачева, КузГТУ",Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный технический университет имени Т.Ф. Горбачева»,http://www.kuzstu.ru/
КГУ,Курганская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курганский государственный университет»,www.kgsu.ru
Курский ГАУ,Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный аграрный университет имени И.И. Иванова»,http://www.kgsha.ru/
ФГБОУ ВО КГМУ Минздрава  России,Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный медицинский университет» Министерства здравоохранения  Российской Федерации,www.kurskmed.com
"ФГБОУ ВО «КГУ», КГУ, ФГБОУ ВО «Курский государственный университет»",Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный университет»,http://kursksu.ru/
ЛГПУ имени П.П. Семенова-Тян-Шанского,Липецкая область,федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный педагогический университет имени П.П. Семенова-Тян-Шанского»,http://lspu.lipetsk.ru
"ЛГТУ, Липецкий государственный технический университет, ФГБОУ ВО «ЛГТУ», ФГБОУ ВО «Липецкий государственный технический университет»",Липецкая область,федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный технический университет»,http://www.stu.lipetsk.ru/
ФГБОУ ВО «Литературный институт имени А.М. Горького»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Литературный институт имени А.М. Горького»,
Академия Матусовского,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганская государственная академия культуры и искусств имени Михаила Матусовского»,
ФГБОУ ВО Луганский ГАУ,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганский государственный аграрный университет имени К.Е. Ворошилова»,
ФГБОУ ВО ЛГМУ им. Свт. Луки Минздрава России,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганский государственный медицинский университет имени Святителя Луки» Министерства здравоохранения Российской Федерации,
РТУ МИРЭА,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «МИРЭА - Российский технологический университет»,https://www.mirea.ru/
"ФГБОУ ВО «Магнитогорский государственный технический университет им. Г.И. Носова», ФГБОУ ВО «МГТУ им. Г.И. Носова», Магнитогорский государственный технический университет им. Г.И. Носова, МГТУ им. Г.И. Носова",Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова»,http://magtu.ru/
"ФГБОУ ВО «МГТУ», МГТУ, Майкопский государственный технологический университет",Республика Адыгея (Адыгея),федеральное государственное бюджетное образовательное учреждение высшего образования «Майкопский государственный технологический университет»,mkgtu.ru
ФГБОУ ВО «Марийский государственный университет»,Республика Марий Эл,федеральное государственное бюджетное образовательное учреждение высшего образования «Марийский государственный университет»,www.marsu.ru
"ФГБОУ ВО «МГУ имени А.И. Куинджи»,   Мариупольский государственный университет имени А.И. Куинджи, МГУ имени А.И. Куинджи",Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Мариупольский государственный университет имени А.И. Куинджи»,
ФГБОУ ВО Мичуринский ГАУ,Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Мичуринский государственный аграрный университет»,www.mgau.ru
"МГПУ, Мордовский государственный педагогический университет имени М.Е. Евсевьева",Республика Мордовия,федеральное государственное бюджетное образовательное учреждение высшего образования «Мордовский государственный педагогический университет имени М.Е. Евсевьева»,http://www.mordgpi.ru
Московская государственная академия хореографии,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия хореографии»,http://balletacademy.ru/
ФГБОУ ВО МГАВМиБ - МВА имени К.И. Скрябина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия ветеринарной медицины и биотехнологии – МВА имени К.И. Скрябина»,
Московская государственная академия хореографии,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия хореографии»,http://balletacademy.ru/
Московская государственная консерватория имени П.И. Чайковского,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная консерватория имени П.И.Чайковского»,http://mosconsv.ru/
