,ShortName,RegionName,FullName,WebSite
455,ФГБОУ ВО Кубанский ГАУ,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный аграрный университет имени И.Т. Трубилина»,https://kubsau.ru/
456,ФГБОУ ВО КубГМУ Минздрава России,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://www.ksma.ru/
457,"ФГБОУ ВО «КубГТУ», КубГТУ, ФГБОУ ВО «Кубанский государственный технологический университет», Кубанский государственный технологический университет",Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный технологический университет»,https://kubstu.ru/
458,Кузбасский ГАУ,Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный аграрный университет имени В.Н. Полецкова»,https://ksai.ru/
459,"ФГБОУ ВО «Кузбасский государственный технический университет имени Т.Ф. Горбачева», Кузбасский государственный технический университет имени Т.Ф. Горбачева, КузГТУ",Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный технический университет имени Т.Ф. Горбачева»,https://kuzstu.ru/
460,КГУ,Курганская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курганский государственный университет»,https://www.kgsu.ru/
461,Курский ГАУ,Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный аграрный университет имени И.И. Иванова»,https://kursksau.ru/
462,ФГБОУ ВО КГМУ Минздрава  России,Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный медицинский университет» Министерства здравоохранения  Российской Федерации,https://www.kurskmed.com/
463,"ФГБОУ ВО «КГУ», КГУ, ФГБОУ ВО «Курский государственный университет»",Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный университет»,https://kursksu.ru/
464,ЛГПУ имени П.П. Семенова-Тян-Шанского,Липецкая область,федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный педагогический университет имени П.П. Семенова-Тян-Шанского»,https://lspu-lipetsk.ru/
465,"ЛГТУ, Липецкий государственный технический университет, ФГБОУ ВО «ЛГТУ», ФГБОУ ВО «Липецкий государственный технический университет»",Липецкая область,федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный технический университет»,https://www.stu.lipetsk.ru/
466,ФГБОУ ВО «Литературный институт имени А.М. Горького»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Литературный институт имени А.М. Горького»,https://litinstitut.ru/
467,Академия Матусовского,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганская государственная академия культуры и искусств имени Михаила Матусовского»,https://lgaki.info/
468,ФГБОУ ВО Луганский ГАУ,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганский государственный аграрный университет имени К.Е. Ворошилова»,http://lnau.su/
469,ФГБОУ ВО ЛГМУ им. Свт. Луки Минздрава России,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганский государственный медицинский университет имени Святителя Луки» Министерства здравоохранения Российской Федерации,https://lgmu.ru/
470,РТУ МИРЭА,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «МИРЭА - Российский технологический университет»,https://www.mirea.ru/
471,"ФГБОУ ВО «Магнитогорский государственный технический университет им. Г.И. Носова», ФГБОУ ВО «МГТУ им. Г.И. Носова», Магнитогорский государственный технический университет им. Г.И. Носова, МГТУ им. Г.И. Носова",Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова»,https://www.magtu.ru/
472,"ФГБОУ ВО «МГТУ», МГТУ, Майкопский государственный технологический университет",Республика Адыгея (Адыгея),федеральное государственное бюджетное образовательное учреждение высшего образования «Майкопский государственный технологический университет»,https://mkgtu.ru/
473,ФГБОУ ВО «Марийский государственный университет»,Республика Марий Эл,федеральное государственное бюджетное образовательное учреждение высшего образования «Марийский государственный университет»,https://marsu.ru/
474,"ФГБОУ ВО «МГУ имени А.И. Куинджи»,   Мариупольский государственный университет имени А.И. Куинджи, МГУ имени А.И. Куинджи",Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Мариупольский государственный университет имени А.И. Куинджи»,https://www.mgumariupol.ru/
475,ФГБОУ ВО Мичуринский ГАУ,Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Мичуринский государственный аграрный университет»,http://www.mgau.ru/
476,"МГПУ, Мордовский государственный педагогический университет имени М.Е. Евсевьева",Республика Мордовия,федеральное государственное бюджетное образовательное учреждение высшего образования «Мордовский государственный педагогический университет имени М.Е. Евсевьева»,https://www.mordgpi.ru/
477,Московская государственная академия хореографии,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия хореографии»,https://balletacademy.ru/
478,ФГБОУ ВО МГАВМиБ - МВА имени К.И. Скрябина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия ветеринарной медицины и биотехнологии – МВА имени К.И. Скрябина»,https://mgavm.ru/
479,Московская государственная консерватория имени П.И. Чайковского,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная консерватория имени П.И.Чайковского»,https://www.mosconsv.ru/
480,МАИ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский авиационный институт (национальный исследовательский  университет)»,https://mai.ru/
481,"ФГБОУ ВО ""Московский автомобильно-дорожный государственный технический университет (МАДИ)"", МАДИ, ФГБОУ ВО МАДИ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский автомобильно-дорожный государственный технический университет (МАДИ)»,https://www.madi.ru/
482,МАРХИ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский архитектурный институт (государственная академия)»,https://marhi.ru/
483,МГАХИ им. В.И. Сурикова,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный академический художественный институт имени В.И. Сурикова  при Российской академии художеств»,https://surikov-vuz.com/
484,Московский государственный институт культуры,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный институт культуры»,https://priem-kom.mgik.org/
485,ФГБОУ ВО МГЛУ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный лингвистический университет»,http://www.linguanet.ru/
486,"ФГБОУ ВО МГППУ, ФГБОУ ВО «Московский государственный психолого-педагогический университет»",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный психолого-педагогический университет»,https://mgppu.ru/
487,МГТУ ГА,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технический университет гражданской авиации» (МГТУ ГА),https://www.mstuca.ru/
488,МГТУ им. Н.Э. Баумана,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)»,https://bmstu.ru/
489,ФГБОУ ВО «МГТУ «СТАНКИН»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технологический университет «СТАНКИН»,https://stankin.ru/
490,МИИГАиК,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет геодезии и картографии»,https://www.miigaik.ru/
491,"Московский государственный университет имени М.В.Ломоносова, МГУ имени М.В.Ломоносова, Московский  университет или МГУ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет имени М.В.Ломоносова»,https://msu.ru/
492,ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (ПКУ)»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»,https://www.mgutm.ru/
493,"Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»,http://mpgu.su/
494,ФГБОУ ВО «НГПУ»,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»,https://www.tatngpi.ru/
495,"Национальный исследовательский Мордовский государственный университет, МГУ им. Н.П. Огарёва, ФГБОУ ВО «МГУ им. Н.П. Огарёва»",Республика Мордовия,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Мордовский государственный университет им. Н.П. Огарёва»,https://mrsu.ru/
496,"НИУ МГСУ, ФГБОУ ВО «НИУ МГСУ», ФГБОУ ВО «Национальный исследовательский Московский государственный строительный университет»",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Московский государственный строительный университет»,https://mgsu.ru/
497,ФГБОУ ВО «НИУ «МЭИ»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»,https://mpei.ru/
498,Нижегородская государственная консерватория им. М.И. Глинки,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородская государственная консерватория им. М.И. Глинки»,https://nnovcons.ru/
499,ФГБОУ ВО Нижегородский ГАТУ,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный агротехнологический университет»,https://nnsatu.ru/
500,"Нижегородский государственный архитектурно-строительный университет, ННГАСУ",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»,https://nngasu.ru/
501,НГЛУ,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»,https://lunn.ru/
502,"ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»,https://mininuniver.ru/
503,"ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»,https://www.nntu.ru/
504,ФГБОУ ВО «НВГУ»,Ханты-Мансийский автономный округ - Югра,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижневартовский государственный университет»,https://nvsu.ru/
505,"ФГБОУ ВО «НовГУ», НовГУ, «Новгородский государственный университет имени Ярослава Мудрого»",Новгородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новгородский государственный университет имени Ярослава Мудрого»,https://www.novsu.ru/
506,ФГБОУ ВО «Новосибирская государственная консерватория имени М.И. Глинки»,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирская государственная консерватория имени М.И. Глинки»,https://www.nsglinka.ru/
507,ФГБОУ ВО Новосибирский ГАУ,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный аграрный университет»,https://nsau.edu.ru/
508,"ФГБОУ ВО «НГАСУ (Сибстрин)», НГАСУ (Сибстрин)",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный архитектурно-строительный университет (Сибстрин)»,http://www.sibstrin.ru/
509,ФГБОУ ВО НГМУ Минздрава России,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный медицинский университет» Министерства здравоохранения  Российской Федерации,https://ngmu.ru/
510,ФГБОУ ВО «НГПУ»,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный педагогический университет»,https://nspu.ru/
511,"НГТУ, Новосибирский государственный технический университет, ФГБОУ ВО «Новосибирский государственный технический университет», ФГБОУ ВО «НГТУ»",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный технический университет»,https://nstu.ru/
512,"ФГБОУ ВО «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова», ФГБОУ ВО «НГУАДИ», НГУАДИ",Новосибирская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова»",https://nsuada.ru/
513,"ФГБОУ ВО «НГУЭУ», НГУЭУ",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет экономики и управления «НИНХ»,https://nsuem.ru/
514,ФГБОУ ВО Омский ГАУ,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный аграрный университет имени П.А. Столыпина»,https://www.omgau.ru/
515,ФГБОУ ВО ОмГМУ Минздрава России,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://omsk-osma.ru/
516,ОмГУПС (ОмИИТ),Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет путей сообщения»,https://www.omgups.ru/
517,ФГБОУ ВО Оренбургский ГАУ,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный аграрный университет»,https://orensau.ru/
518,ФГБОУ ВО ОрГМУ Минздрава России,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://orgma.ru/
519,"Оренбургский государственный педагогический университет, ФГБОУ ВО «ОГПУ»",Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный педагогический университет»,https://www.ospu.ru/
520,Оренбургский государственный университет; ОГУ,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный университет»,http://www.osu.ru/
521,ФГБОУ ВО Орловский ГАУ,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный аграрный университет имени Н.В. Парахина»,https://www.orelsau.ru/
522,Орловский государственный институт культуры,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный институт культуры»,https://ogik.ru/
523,"ОГУ имени И.С. Тургенева, ФГБОУ ВО «Орловский государственный университет имени И.С. Тургенева», Орловский государственный университет имени И.С. Тургенева, ФГБОУ ВО «ОГУ им. И.С. Тургенева», ОГУ им. И.С. Тургенева",Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет имени И.С. Тургенева»,https://oreluniver.ru/
524,ФГБОУ ВО «ОрелГУЭТ»,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет экономики и торговли»,https://oreluniver.ru/
525,ФГБОУ ВО Пензенский ГАУ,Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный аграрный университет»,https://pgau.ru/
526,"Пензенский государственный технологический университет, ПензГТУ, ФГБОУ ВО «Пензенский государственный технологический университет»",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный технологический университет»,http://www.penzgtu.ru/
527,"Пензенский государственный университет архитектуры и строительства, ПГУАС",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет архитектуры и строительства»,https://pguas.ru/
528,"ФГБОУ ВО «ПГУ», Пензенский государственный университет, ФГБОУ ВО «Пензенский государственный университет»",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет»,https://www.pnzgu.ru/
529,ФГБОУ ВО ПСПбГМУ им. И.П. Павлова Минздрава России,г. Санкт-Петербург,федеральное государственное бюджетное образовательное учреждение высшего образования «Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова» Министерства здравоохранения Российской Федерации,https://www.1spbgmu.ru/
530,ФГБОУ ВО ПГФА Минздрава России,Пермский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пермская государственная фармацевтическая академия» Министерства здравоохранения  Российской Федерации,https://www.pfa.ru/
531,ФГБОУ ВО Пермский ГАТУ,Пермский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный аграрно-технологический университет имени академика Д.Н. Прянишникова»,https://pgsha.ru/
532,"ПГГПУ, ФГБОУ ВО «Пермский государственный гуманитарно-педагогический университет», ФГБОУ ВО «ПГГПУ», Пермский государственный гуманитарно-педагогический университет",Пермский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный гуманитарно-педагогический университет»,https://www.pspu.ru/
533,Пермский государственный институт культуры,Пермский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный институт культуры»,https://psiac.ru/
534,ФГБОУ ВО ПГМУ им. академика Е.А. Вагнера Минздрава России,Пермский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный медицинский университет имени академика Е.А. Вагнера» Министерства здравоохранения Российской Федерации,https://www.psma.ru/
535,ФГБОУ ВО ПГУПС,г. Санкт-Петербург,федеральное государственное бюджетное образовательное учреждение высшего образования «Петербургский государственный университет путей сообщения Императора Александра I»,https://www.pgups.ru/
536,ФГБОУ ВО «Петрозаводская государственная консерватория имени А.К. Глазунова»,Республика Карелия,федеральное государственное бюджетное образовательное учреждение высшего образования «Петрозаводская государственная консерватория имени А.К. Глазунова»,https://glazunovcons.ru/
537,"ПетрГУ, Петрозаводский государственный университет, ФГБОУ ВО «Петрозаводский государственный университет»",Республика Карелия,федеральное государственное бюджетное образовательное учреждение высшего образования «Петрозаводский государственный университет»,https://petrsu.ru/
538,"Поволжский государственный технологический университет, ФГБОУ ВО «ПГТУ», ВолгаТех",Республика Марий Эл,федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный технологический  университет»,https://www.volgatech.net/
539,"ФГБОУ ВО «ПВГУС», Поволжский государственный университет сервиса, Университет сервиса",Самарская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный университет сервиса»,https://www.tolgas.ru/
540,"ФГБОУ ВО ПГУТИ, ПГУТИ",Самарская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный университет телекоммуникаций и информатики»,https://www.psuti.ru/
541,ФГБОУ ВО «ПГУ им. Шолом-Алейхема»,Еврейская автономная область,федеральное государственное бюджетное образовательное учреждение высшего образования «Приамурский государственный университет имени Шолом-Алейхема»,https://pgusa.ru/
542,"ФГБОУ ВО ""ПИМУ"" Минздрава  России",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Приволжский исследовательский  медицинский университет» Министерства здравоохранения Российской Федерации,https://pimunn.ru/
543,ФГБОУ ВО Приморский ГАТУ,Приморский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Приморский государственный аграрно-технологический университет»,https://primacad.ru/
544,"ФГБОУ ВО «Псковский государственный университет», Псковский государственный университет, ПсковГУ",Псковская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Псковский государственный университет»,https://pskgu.ru/
545,"ФГБОУ ВО «Пятигорский государственный университет», ФГБОУ ВО «ПГУ», Пятигорский государственный университет, ПГУ",Ставропольский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пятигорский государственный университет»,https://pgu.ru/
546,"Российская академия живописи, ваяния и зодчества Ильи Глазунова; РАЖВиЗ Ильи Глазунова",г. Москва,"федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия живописи, ваяния и зодчества Ильи Глазунова»",https://www.glazunov-academy.ru/
547,РАМ имени Гнесиных,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия музыки имени Гнесиных»,https://gnesin-academy.ru/
548,"Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации, Академия при Президенте Российской Федерации, Президентская академия, РАНХиГС, ФГБОУ ВО «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»,https://www.ranepa.ru/
549,«Российская государственная специализированная академия искусств»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная специализированная академия искусств»,https://rgsai.ru/
550,"ФГБОУ ВО «РОСБИОТЕХ», РОСБИОТЕХ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Российский биотехнологический университет (РОСБИОТЕХ)»,https://www.mgupp.ru/
551,"ФГБОУ ВО «Российский государственный геологоразведочный университет имени Серго Орджоникидзе», Российский государственный геологоразведочный университет имени Серго Орджоникидзе, РГГРУ имени Серго Орджоникидзе, МГРИ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный геологоразведочный университет имени Серго Орджоникидзе»,https://mgri.ru/
