ShortName,RegionName,FullName,WebSite
"ФГБОУ ВО «КГЭУ», КГЭУ, Казанский государственный энергетический университет",Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский государственный энергетический университет»,https://kgeu.ru/
"КНИТУ-КАИ, ФГБОУ ВО «КНИТУ-КАИ», Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ",Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ»,https://kai.ru/
ФГБОУ ВО «КНИТУ»,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский национальный исследовательский технологический университет»,http://www.kstu.ru/
ФГБОУ ВО «КГТУ»,Калининградская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Калининградский государственный технический университет»,https://klgtu.ru/
"ФГБОУ ВО  «КалмГУ""",Республика Калмыкия,федеральное государственное бюджетное образовательное учреждение высшего образования «Калмыцкий государственный университет имени Б.Б. Городовикова»,https://kalmgu.ru/
"КГУ им. К.Э. Циолковского, Калужский государственный университет им. К.Э. Циолковского",Калужская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Калужский государственный университет им. К.Э. Циолковского»,https://tksu.ru/
ФГБОУ ВО «КамчатГТУ»,Камчатский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Камчатский государственный технический университет»,https://kamchatgtu.ru/
ФГБОУ ВО «КамГУ им. Витуса Беринга»,Камчатский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Камчатский государственный университет имени Витуса Беринга»,https://kamgu.ru/
"КЧГУ, КЧГУ имени У.Д. Алиева, Карачаево-Черкесский государственный университет имени У.Д. Алиева, ФГБОУ ВО «Карачаево-Черкесский государственный университет имени У.Д. Алиева»",Карачаево-Черкесская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Карачаево-Черкесский государственный университет имени У.Д. Алиева»,http://kchgu.ru/
Кемеровский государственный институт культуры,Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный институт культуры»,https://kemgik.ru/
ФГБОУ ВО КемГМУ Минздрава России,Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный медицинский университет» Министерства здравоохранения Российской Федерации,http://kemsmu.ru/
"ФГБОУ ВО «Кемеровский государственный университет», Кемеровский государственный университет, КемГУ",Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный университет»,https://www.kemsu.ru/
ФГБОУ ВО «КГМТУ»,Республика Крым,федеральное государственное бюджетное образовательное учреждение высшего образования «Керченский государственный морской технологический университет»,https://www.kgmtu.ru/
ФГБОУ ВО Кировский ГМУ Минздрава России,Кировская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кировский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://kirovgma.ru/
"Ковровская государственная технологическая академия имени В.А. Дегтярева, ФГБОУ ВО «КГТА им. Дегтярева»",Владимирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ковровская государственная технологическая академия имени В.А. Дегтярева»,https://dksta.ru/
ФГБОУ ВО «КнАГУ»,Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Комсомольский-на-Амуре государственный университет»,https://knastu.ru/
ФГБОУ ВО Костромская ГСХА,Костромская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Костромская государственная сельскохозяйственная академия»,https://kgsxa.ru/
КГУ,Костромская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Костромской государственный  университет»,https://ksu.edu.ru/
Краснодарский государственный институт культуры,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Краснодарский государственный институт культуры»,https://kgik1966.ru/
ФГБОУ ВО Красноярский ГАУ,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный аграрный университет»,http://www.kgau.ru/
ФГБОУ ВО КрасГМУ им. проф. В.Ф. Войно-Ясенецкого Минздрава России,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого» Министерства здравоохранения  Российской Федерации,https://krasgmu.ru/
КГПУ им. В.П. Астафьева,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный педагогический университет им. В.П. Астафьева»,http://www.kspu.ru/
ФГБОУ ВО Кубанский ГАУ,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный аграрный университет имени И.Т. Трубилина»,https://kubsau.ru/
ФГБОУ ВО КубГМУ Минздрава России,Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://www.ksma.ru/
"ФГБОУ ВО «КубГТУ», КубГТУ, ФГБОУ ВО «Кубанский государственный технологический университет», Кубанский государственный технологический университет",Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный технологический университет»,https://kubstu.ru/
Кузбасский ГАУ,Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный аграрный университет имени В.Н. Полецкова»,https://ksai.ru/
"ФГБОУ ВО «Кузбасский государственный технический университет имени Т.Ф. Горбачева», Кузбасский государственный технический университет имени Т.Ф. Горбачева, КузГТУ",Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный технический университет имени Т.Ф. Горбачева»,https://kuzstu.ru/
КГУ,Курганская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курганский государственный университет»,https://www.kgsu.ru/
Курский ГАУ,Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный аграрный университет имени И.И. Иванова»,https://kursksau.ru/
ФГБОУ ВО КГМУ Минздрава  России,Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный медицинский университет» Министерства здравоохранения  Российской Федерации,https://www.kurskmed.com/
"ФГБОУ ВО «КГУ», КГУ, ФГБОУ ВО «Курский государственный университет»",Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный университет»,https://kursksu.ru/
ЛГПУ имени П.П. Семенова-Тян-Шанского,Липецкая область,федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный педагогический университет имени П.П. Семенова-Тян-Шанского»,https://lspu-lipetsk.ru/
"ЛГТУ, Липецкий государственный технический университет, ФГБОУ ВО «ЛГТУ», ФГБОУ ВО «Липецкий государственный технический университет»",Липецкая область,федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный технический университет»,https://www.stu.lipetsk.ru/
ФГБОУ ВО «Литературный институт имени А.М. Горького»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Литературный институт имени А.М. Горького»,https://litinstitut.ru/
Академия Матусовского,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганская государственная академия культуры и искусств имени Михаила Матусовского»,https://lgaki.info/
ФГБОУ ВО Луганский ГАУ,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганский государственный аграрный университет имени К.Е. Ворошилова»,http://lnau.su/
ФГБОУ ВО ЛГМУ им. Свт. Луки Минздрава России,Луганская Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Луганский государственный медицинский университет имени Святителя Луки» Министерства здравоохранения Российской Федерации,https://lgmu.ru/
РТУ МИРЭА,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «МИРЭА - Российский технологический университет»,https://www.mirea.ru/
"ФГБОУ ВО «Магнитогорский государственный технический университет им. Г.И. Носова», ФГБОУ ВО «МГТУ им. Г.И. Носова», Магнитогорский государственный технический университет им. Г.И. Носова, МГТУ им. Г.И. Носова",Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова»,https://www.magtu.ru/
"ФГБОУ ВО «МГТУ», МГТУ, Майкопский государственный технологический университет",Республика Адыгея (Адыгея),федеральное государственное бюджетное образовательное учреждение высшего образования «Майкопский государственный технологический университет»,https://mkgtu.ru/
ФГБОУ ВО «Марийский государственный университет»,Республика Марий Эл,федеральное государственное бюджетное образовательное учреждение высшего образования «Марийский государственный университет»,https://marsu.ru/
"ФГБОУ ВО «МГУ имени А.И. Куинджи»,   Мариупольский государственный университет имени А.И. Куинджи, МГУ имени А.И. Куинджи",Донецкая Народная Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Мариупольский государственный университет имени А.И. Куинджи»,https://www.mgumariupol.ru/
ФГБОУ ВО Мичуринский ГАУ,Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Мичуринский государственный аграрный университет»,http://www.mgau.ru/
"МГПУ, Мордовский государственный педагогический университет имени М.Е. Евсевьева",Республика Мордовия,федеральное государственное бюджетное образовательное учреждение высшего образования «Мордовский государственный педагогический университет имени М.Е. Евсевьева»,https://www.mordgpi.ru/
Московская государственная академия хореографии,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия хореографии»,https://balletacademy.ru/
ФГБОУ ВО МГАВМиБ - МВА имени К.И. Скрябина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия ветеринарной медицины и биотехнологии – МВА имени К.И. Скрябина»,https://mgavm.ru/
Московская государственная консерватория имени П.И. Чайковского,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная консерватория имени П.И.Чайковского»,https://www.mosconsv.ru/
МАИ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский авиационный институт (национальный исследовательский  университет)»,https://mai.ru/
"ФГБОУ ВО ""Московский автомобильно-дорожный государственный технический университет (МАДИ)"", МАДИ, ФГБОУ ВО МАДИ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский автомобильно-дорожный государственный технический университет (МАДИ)»,https://www.madi.ru/
МАРХИ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский архитектурный институт (государственная академия)»,https://marhi.ru/
МГАХИ им. В.И. Сурикова,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный академический художественный институт имени В.И. Сурикова  при Российской академии художеств»,https://surikov-vuz.com/
Московский государственный институт культуры,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный институт культуры»,https://priem-kom.mgik.org/
ФГБОУ ВО МГЛУ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный лингвистический университет»,http://www.linguanet.ru/
"ФГБОУ ВО МГППУ, ФГБОУ ВО «Московский государственный психолого-педагогический университет»",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный психолого-педагогический университет»,https://mgppu.ru/
МГТУ ГА,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технический университет гражданской авиации» (МГТУ ГА),https://www.mstuca.ru/
МГТУ им. Н.Э. Баумана,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)»,https://bmstu.ru/
ФГБОУ ВО «МГТУ «СТАНКИН»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный технологический университет «СТАНКИН»,https://stankin.ru/
МИИГАиК,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет геодезии и картографии»,https://www.miigaik.ru/
"Московский государственный университет имени М.В.Ломоносова, МГУ имени М.В.Ломоносова, Московский  университет или МГУ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет имени М.В.Ломоносова»,https://msu.ru/
ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (ПКУ)»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»,https://www.mgutm.ru/
"Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»,http://mpgu.su/
ФГБОУ ВО «НГПУ»,Республика Татарстан (Татарстан),федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»,https://www.tatngpi.ru/
"Национальный исследовательский Мордовский государственный университет, МГУ им. Н.П. Огарёва, ФГБОУ ВО «МГУ им. Н.П. Огарёва»",Республика Мордовия,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Мордовский государственный университет им. Н.П. Огарёва»,https://mrsu.ru/
"НИУ МГСУ, ФГБОУ ВО «НИУ МГСУ», ФГБОУ ВО «Национальный исследовательский Московский государственный строительный университет»",г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Московский государственный строительный университет»,https://mgsu.ru/
ФГБОУ ВО «НИУ «МЭИ»,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»,https://mpei.ru/
Нижегородская государственная консерватория им. М.И. Глинки,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородская государственная консерватория им. М.И. Глинки»,https://nnovcons.ru/
ФГБОУ ВО Нижегородский ГАТУ,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный агротехнологический университет»,https://nnsatu.ru/
"Нижегородский государственный архитектурно-строительный университет, ННГАСУ",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»,https://nngasu.ru/
НГЛУ,Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»,https://lunn.ru/
"ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»,https://mininuniver.ru/
"ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ",Нижегородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»,https://www.nntu.ru/
ФГБОУ ВО «НВГУ»,Ханты-Мансийский автономный округ - Югра,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижневартовский государственный университет»,https://nvsu.ru/
"ФГБОУ ВО «НовГУ», НовГУ, «Новгородский государственный университет имени Ярослава Мудрого»",Новгородская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новгородский государственный университет имени Ярослава Мудрого»,https://www.novsu.ru/
ФГБОУ ВО «Новосибирская государственная консерватория имени М.И. Глинки»,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирская государственная консерватория имени М.И. Глинки»,https://www.nsglinka.ru/
ФГБОУ ВО Новосибирский ГАУ,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный аграрный университет»,https://nsau.edu.ru/
"ФГБОУ ВО «НГАСУ (Сибстрин)», НГАСУ (Сибстрин)",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный архитектурно-строительный университет (Сибстрин)»,http://www.sibstrin.ru/
ФГБОУ ВО НГМУ Минздрава России,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный медицинский университет» Министерства здравоохранения  Российской Федерации,https://ngmu.ru/
ФГБОУ ВО «НГПУ»,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный педагогический университет»,https://nspu.ru/
"НГТУ, Новосибирский государственный технический университет, ФГБОУ ВО «Новосибирский государственный технический университет», ФГБОУ ВО «НГТУ»",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный технический университет»,https://nstu.ru/
"ФГБОУ ВО «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова», ФГБОУ ВО «НГУАДИ», НГУАДИ",Новосибирская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова»",https://nsuada.ru/
"ФГБОУ ВО «НГУЭУ», НГУЭУ",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет экономики и управления «НИНХ»,https://nsuem.ru/
ФГБОУ ВО Омский ГАУ,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный аграрный университет имени П.А. Столыпина»,https://www.omgau.ru/
ФГБОУ ВО ОмГМУ Минздрава России,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://omsk-osma.ru/
ОмГУПС (ОмИИТ),Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет путей сообщения»,https://www.omgups.ru/
ФГБОУ ВО Оренбургский ГАУ,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный аграрный университет»,https://orensau.ru/
ФГБОУ ВО ОрГМУ Минздрава России,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://orgma.ru/
"Оренбургский государственный педагогический университет, ФГБОУ ВО «ОГПУ»",Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный педагогический университет»,https://www.ospu.ru/
Оренбургский государственный университет; ОГУ,Оренбургская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный университет»,http://www.osu.ru/
ФГБОУ ВО Орловский ГАУ,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный аграрный университет имени Н.В. Парахина»,https://www.orelsau.ru/
Орловский государственный институт культуры,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный институт культуры»,https://ogik.ru/
"ОГУ имени И.С. Тургенева, ФГБОУ ВО «Орловский государственный университет имени И.С. Тургенева», Орловский государственный университет имени И.С. Тургенева, ФГБОУ ВО «ОГУ им. И.С. Тургенева», ОГУ им. И.С. Тургенева",Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет имени И.С. Тургенева»,https://oreluniver.ru/
ФГБОУ ВО «ОрелГУЭТ»,Орловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет экономики и торговли»,https://oreluniver.ru/
ФГБОУ ВО Пензенский ГАУ,Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный аграрный университет»,https://pgau.ru/
"Пензенский государственный технологический университет, ПензГТУ, ФГБОУ ВО «Пензенский государственный технологический университет»",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный технологический университет»,http://www.penzgtu.ru/
"Пензенский государственный университет архитектуры и строительства, ПГУАС",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет архитектуры и строительства»,https://pguas.ru/
"ФГБОУ ВО «ПГУ», Пензенский государственный университет, ФГБОУ ВО «Пензенский государственный университет»",Пензенская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет»,https://www.pnzgu.ru/
ФГБОУ ВО ПСПбГМУ им. И.П. Павлова Минздрава России,г. Санкт-Петербург,федеральное государственное бюджетное образовательное учреждение высшего образования «Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова» Министерства здравоохранения Российской Федерации,https://www.1spbgmu.ru/
ФГБОУ ВО ПГФА Минздрава России,Пермский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пермская государственная фармацевтическая академия» Министерства здравоохранения  Российской Федерации,https://www.pfa.ru/
ФГБОУ ВО Пермский ГАТУ,Пермский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный аграрно-технологический университет имени академика Д.Н. Прянишникова»,https://pgsha.ru/
